SOCIETA;NUMERO_INTERNO;TARGA;NAZIONE_IMMATRICOLAZIONE;GESTITO;DESCRIZIONE;TIPO_VEICOLO;CASA_COSTRUTTRICE;TIPO_SERVIZIO;TIPO_SPECIFICA;SEDE_GESTIONE;AUTISTA_SEDE;AUTISTA_CODICE;SECONDO_AUTISTA_SEDE;SECONDO_AUTISTA_CODICE;NUMERO_INTERNO_ABBINATO;FORNITORE_CLIFOR;FORNITORE;DATA_ACQUISTO;DATA_IMMATRICOLAZIONE;OPERATORE;DISPONENTE;MOTORE_TIPO;MOTORE_NUMERO;KW;TELAIO_NUMERO;NUMERO_PIC;PORTATA;TARA;PESO_RIMORCHIABILE;PASSO;LUNGHEZZA_ESTERNA;LUNGHEZZA_INTERNA;LARGHEZZA_ESTERNA;LARGHEZZA_INTERNA;ALTEZZA_ESTERNA;ALTEZZA_INTERNA_ANTERIORE;ALTEZZA_INTERNA_POSTERIORE;CUBAGGIO;LIMITATORE_VELOCITA;RETARDER;RETARDER_TIPO;RALLA_TIPO;RALLA_DESCRIZIONE;RALLA_ALTEZZA;RALLA_ALTEZZA_MINIMA;RALLA_ALTEZZA_MASSIMA;ALLESTIMENTO;PIANALE;PORTA_POSTERIORE;ALZA_ABBASSA;SERBATOIO_1_LITRI;SERBATOIO_1_CENTIMETRI;SERBATOIO_2_LITRI;SERBATOIO_2_CENTIMETRI;SERBATOIO_LT_PER_CM;KM_PER_LITRO_MINIMO;KM_PER_LITRO_MASSIMO;GO_BOX;GO_BOX_DATA_MONTAGGIO;GO_BOX_NUMERO;GO_BOX_NOTE;SUPERTECH;SUPERTECH_DATA_MONTAGGIO;SUPERTECH_NOTE;NUMERO_CELLULARE;NUMERO_SATELLITARE;NUMERO_TRANSPONDER;PROTOCOLLO_MESSAGGI_SATELLITARE;TIPO_DISCHI;COLORE;PUBBLICITA;CHIUSURA_TIPO;CHIUSURA_MONTAGGIO;PRESA_A_TERRA;PRESA_A_TERRA_TIPO;DOPPIO_TETTO;ADR;KIT_AUSTRIA;REVISIONE_STATO;REVISIONE_DATA_PRENOTAZIONE;REVISIONE_DATA_REVISIONE;REVISIONE_NOTE;PIANO_MANUTENZIONE;CORREZIONE_KM;ECOPUNTI;ALIENATO;ALIENATO_DATA;ALIENATO_MOTIVO;ALIENATO_DESTINAZIONE;ALIENATO_VALUTA;ALIENATO_IMPORTO;RICAVO_GRUPPO;RICAVO_CONTO;RICAVO_SOTTOCONTO;LICENZA_CONTO_TERZI;LICENZA_INTRACOMUNITARIA;CISTERNA_SCOMPARTI_NUMERO;CISTERNA_SCARICO_ATTREZZATURA;CISTERNA_SCARICO_DISPOSITIVI;CISTERNA_SCARICO_REGIME;CISTERNA_VALVOLA;CISTERNA_RISCALDAMENTO;CISTERNA_SERPENTINE;CISTERNA_VASCHETTE;COSTO_KM;KM_ANNUI;NOME_FILE_FOTO;NOTE;INSERT_UTENTE;INSERT_DATA_ORA;UPDATE_UTENTE;UPDATE_DATA_ORA;SOCIETA_OFFICINA;TIPO_SATELLITARE;ID;RIFIUTI;UTILIZZO_GPRS;TIPO_SMS;VERSIONE_SOFTWARE_BORDO;VERSIONE_SOFTWARE_BORDO_DATA_ORA;VERSIONE_SOFTWARE_BORDO_DATA_ORA_RILEVAZIONE;CISTERNA_ADR_CODICE_CISTERNA;GO_BOX_NUMERO_PAN;WEB_TRACKING;PLANNING_ORDINE;SERBATOIO_MOTORE_AUSILIARIO_PRESENZA;SERBATOIO_MOTORE_AUSILIARIO_LITRI;CLASSE_EMISSIONE;DATA_PRIMA_IMMATRICOLAZIONE;CODICE_ESTERNO;DA_SINCRONIZZARE_IN_MOVO;MOVO_APPARATO;SINCRONIZZAZIONE_IN_MOVO_AVVENUTA;CINGHIE_FISSE;KM_PER_LITRO_MINIMO_UREA;KM_PER_LITRO_MASSIMO_UREA;RILEVAZIONE_DATE_ORE_EFFETTIVE_DISPOSIZIONE;CODICE_ILU_OLD;ALTEZZA_INTERNA_LATERALE_ANTERIORE;ALTEZZA_INTERNA_LATERALE_POSTERIORE;CDC;INVIO_VIAGGI_BORDO;PRESENZA_GANCI_NAVE;GESTIONE_HUPAC;PROFILO_SAGOMA_LIMITE;COMPATIBILITA_CON_CARRO;ALTEZZA_SELLETTA;OMOLOGAZIONE_VELOCITA;CODICE_ILU;CAPACITA_DI_CARICO;TIPO_CARBURANTE;VALORE_ACQUISTO;TIPO_ALIMENTAZIONE;IDENTIFICATIVO_ESTERNO;MODELLO;POSIZIONE_INIZIALE_DATA_ORA;POSIZIONE_INIZIALE_INDIRIZZO;POSIZIONE_INIZIALE_CAP;POSIZIONE_INIZIALE_LOCALITA;POSIZIONE_INIZIALE_SITO;POSIZIONE_INIZIALE_PROVINCIA;POSIZIONE_INIZIALE_NAZIONE;POSIZIONE_INIZIALE_ZONA;POSIZIONE_INIZIALE_LATITUDINE;POSIZIONE_INIZIALE_LONGITUDINE;TACHIMETRO_TACHIGRAFO;CONTAORE_1;CONTAORE_2;CONTAORE_3;PIANO_MANUTENZIONE_NEW;CISTERNA_TIPO_MATERIALE_DI_COSTRUZIONE;FOTO
11;     89270;AB89270;I;S;N 62  CISTERNA ATTREZZATA CON POMPA;CS;ME;CA;RPS;02;NULL;NULL;NULL;NULL;NULL;F;713;2001-08-01 00:00:00.000;2001-08-01 00:00:00.000;NULL;NULL;NULL;NULL;NULL;ZA9SL1053FSD86846;NULL;36800;7500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;A;NULL;NULL;NULL;NULL;CD;NULL;N;S;0.00;0.00;0.00;0.00;0.00;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;149;NULL;ALLUMINIO PIATTI;INOX;NULL;NULL;NULL;N;NULL;N;N;N;R;NULL;2023-02-18 00:00:00.000;MTS MATTINA. ING GIORGIA D'AMICO;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;CISTERNA CON POMPA+FILTRO STERILE+RISCALDAMENTO;POMPA+PRESSIONABILE 2 SCOMPARTO+RISCALDAMENTO+FILTRO STERILE;ATP+STERILE;VALVOLA A FARFALLA SUI TUBI DI SCARICO;S;S;S;0,00;NULL;NULL;NULL;CONVERSIONE;2001-12-07 14:26:00.000;STEFANO;2023-02-18 22:27:12.000;11;N;234;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;2001-08-01 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL
11;     91650;AA91650;I;S;N 31  CISTERNA 3 SCOMPARTI;CS;ME;CS;C3;02;NULL;NULL;NULL;NULL;NULL;F;713;1997-11-14 00:00:00.000;1997-11-14 00:00:00.000;NULL;NULL;NULL;NULL;NULL;ZA9SL1053FSD86373;NULL;31000;5800;NULL;NULL;10.66;NULL;2.50;NULL;NULL;NULL;NULL;NULL;N;N;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;S;S;0.00;0.00;0.00;0.00;0.00;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;51142;NULL;ALLUMINIO;BIANCO;NULL;NULL;NULL;N;NULL;N;N;N;R;NULL;2004-02-28 00:00:00.000;NULL;NULL;NULL;NULL;S;2010-06-29 00:00:00.000;VENDITA;SEKA;EURO;9250,00;NULL;NULL;NULL;NULL;NULL;3;RACCORDI DN100/65 DN100/50 DN100/GAROLA  PROLUNGA DN65/65;NULL;ATP;VALVOLA A FARFALLA SUI TUBI DI SCARICO DN 100;N;N;N;0,00;NULL;NULL;NULL;CONVERSIONE;2001-12-07 14:26:00.000;SVC-MOVO;2017-11-15 15:22:46.000;11;N;236;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;1997-11-14 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;CA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL
11;     91660;AA91660;I;S;N 32  CISTERNA 3 SCOMPARTI;CS;ME;CS;C3;02;NULL;NULL;NULL;NULL;NULL;F;713;1997-11-17 00:00:00.000;1997-11-17 00:00:00.000;NULL;NULL;NULL;NULL;NULL;ZA9SL1053FSD86378;NULL;36800;5900;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;A;NULL;NULL;NULL;NULL;C4;NULL;N;S;0.00;0.00;0.00;0.00;0.00;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;ALLUMINIO;BIANCO;NULL;NULL;NULL;N;NULL;N;N;N;R;NULL;2003-02-22 00:00:00.000;NULL;NULL;NULL;NULL;S;2010-01-15 00:00:00.000;vendita;NBE;EURO;6000,00;NULL;NULL;NULL;NULL;NULL;3;RACCORDI DN100/65 DN 100/50 DN100/GAROLA PROLUNGA DN65/65;NULL;ATP;NULL;N;N;N;0,00;NULL;NULL;NULL;CONVERSIONE;2001-12-07 14:26:00.000;SVC-MOVO;2017-11-15 15:22:46.000;11;N;237;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;1997-11-17 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;CA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL
11;     91690;AA91690;I;S;N 33  CISTERNA 3 SCOMPARTI;CS;CA;CS;C3;02;NULL;NULL;NULL;NULL;NULL;F;330;1997-12-09 00:00:00.000;1997-12-09 00:00:00.000;NULL;NULL;NULL;NULL;NULL;ZB3793105TPS34002;NULL;36800;6000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;A;NULL;NULL;NULL;NULL;C4;NULL;N;S;0.00;0.00;0.00;0.00;0.00;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;ALLUMINIO;BIANCO;NULL;NULL;NULL;N;NULL;N;N;N;R;NULL;2003-02-22 00:00:00.000;NULL;NULL;NULL;NULL;S;2007-07-27 00:00:00.000;vendita;SEKA;EURO;8000,00;NULL;NULL;NULL;NULL;NULL;3;RACCORDI DN100/50 DN100/65 DN100/GAROLA PROLUNGA DN65/65;NULL;ATP;VALVOLA A FARFALLA SUI TUBI DI SCARICO DN100;N;N;N;0,00;NULL;NULL;NULL;CONVERSIONE;2001-12-07 14:26:00.000;SVC-MOVO;2017-11-15 15:22:47.000;11;N;238;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;1997-12-09 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;CA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL
11;     91720;AA91720;I;S;N 34  CISTERNA 3 SCOMPARTI;CS;ME;CS;C3;02;NULL;NULL;NULL;NULL;NULL;F;713;1998-01-08 00:00:00.000;1998-01-08 00:00:00.000;NULL;NULL;NULL;NULL;NULL;ZA9SL1053FSD86385;NULL;36800;5800;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;A;NULL;NULL;NULL;NULL;C4;NULL;N;S;0.00;0.00;0.00;0.00;0.00;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;ALLUMINIO;BIANCO;NULL;NULL;NULL;N;NULL;N;N;N;R;NULL;2003-04-05 00:00:00.000;NULL;NULL;NULL;NULL;S;2007-11-28 00:00:00.000;VENDITA;TEM;EURO;8000,00;NULL;NULL;NULL;NULL;NULL;3;RACCORDI DN100/50 DN100/65 DN100/GAROLA PROLUNGA DN65/65;NULL;ATP;VALVOLA A FARFALLA DN 100 SUI TUBI DI SCARICO;N;N;N;0,00;NULL;NULL;NULL;CONVERSIONE;2001-12-07 14:26:00.000;SVC-MOVO;2017-11-15 15:22:47.000;11;N;239;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;1998-01-08 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;CA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL
11;     92037;AE92037;I;S;N 154 CISTERNA 4 SCOMPARTI;CS;CA;CS;C4;02;NULL;NULL;NULL;NULL;NULL;F;1796;2008-05-28 00:00:00.000;2008-05-28 00:00:00.000;NULL;NULL;NULL;NULL;NULL;ZB3893105TLE48236;NULL;38000;6300;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;N;NULL;NULL;NULL;NULL;CA;NULL;N;S;0.00;0.00;0.00;0.00;0.00;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;50117;NULL;ALLUMINIO PIATTI;BIANCO;NULL;NULL;NULL;N;NULL;N;N;N;R;NULL;2020-02-15 00:00:00.000;NULL;NULL;NULL;NULL;S;2020-07-20 00:00:00.000;vendita;Giorgio sprea srl;EURO;8000,00;NULL;NULL;NULL;NULL;NULL;4;RACCORDO 100/65+100/50+100/GAROLLA+ PROLUNGA 65/65 DIN+65/80;NULL;NULL;SU TUBO DI SCARICO DN 100;N;N;S;0,00;NULL;NULL;NULL;STEFANO;2008-05-28 13:00:00.000;SVC-MOVO;2020-07-20 19:35:28.000;11;N;526;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;2008-05-28 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL
11;     92050;AE92050;I;S;N 155 CISTERNA 4 SCOMPARTI;CS;CA;CS;C4;02;NULL;NULL;NULL;NULL;NULL;F;1796;2008-06-06 00:00:00.000;2008-06-06 00:00:00.000;NULL;NULL;NULL;NULL;NULL;ZB3893105TLE48237;NULL;38000;6300;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;N;NULL;NULL;NULL;NULL;CA;NULL;N;S;0.00;0.00;0.00;0.00;0.00;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;ALLUMINIO PIATTI;BIANCO;NULL;NULL;NULL;N;NULL;N;N;N;X;NULL;NULL;NULL;NULL;NULL;NULL;S;2017-12-15 00:00:00.000;VENDITA;GTS;EURO;19000,00;NULL;NULL;NULL;NULL;NULL;4;RACCORDO 100/65+100/50+100/GAROLLA+ PROLUNGA 65/65 DIN+65/80;NULL;NULL;SU TUBO DI SCARICO DN 100;N;N;S;0,00;NULL;NULL;NULL;STEFANO;2008-06-06 17:07:00.000;SVC-MOVO;2018-04-20 15:57:05.000;11;N;527;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;2008-06-06 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;CA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL
11;     92099;AA92099;I;S;N 36  CISTERNA 3 SCOMPARTI;CS;ME;CS;C3;02;NULL;NULL;NULL;NULL;NULL;F;713;1998-06-18 00:00:00.000;1998-06-18 00:00:00.000;NULL;NULL;NULL;NULL;NULL;ZA9SL1053FSD86434;NULL;36800;5930;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;A;NULL;NULL;NULL;NULL;C4;NULL;N;S;0.00;0.00;0.00;0.00;0.00;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;1469;NULL;ALLUMINIO;BIANCO;NULL;NULL;NULL;N;NULL;N;N;N;R;NULL;2005-02-28 00:00:00.000;NULL;NULL;NULL;NULL;S;2008-04-15 00:00:00.000;VENDITA;TEM GMBH;EURO;8000,00;NULL;NULL;NULL;NULL;NULL;3;RACCORDI DN100/50 DN100/65 DN100/GAROLA PROLUNGA DN65/65;NULL;ATP;VALVOLA A FARFALLA DN100 SUI TUBI DI SCARICO;N;N;N;0,00;NULL;NULL;NULL;CONVERSIONE;2001-12-07 14:26:00.000;SVC-MOVO;2017-11-15 15:22:48.000;11;N;240;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;1998-06-18 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;CA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL
11;     92100;AD64079;I;S;N 37 CISTERNA 3 SCOMPARTI;CS;ME;CS;C3;02;NULL;NULL;NULL;NULL;NULL;F;713;1998-06-18 00:00:00.000;2006-02-23 00:00:00.000;NULL;NULL;NULL;NULL;NULL;ZA9SL1053FSD86437;NULL;36800;5930;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;A;NULL;NULL;NULL;NULL;C4;NULL;N;S;0.00;0.00;0.00;0.00;0.00;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;ALLUMINIO;BIANCO;NULL;NULL;NULL;N;NULL;N;N;N;R;NULL;2004-02-28 00:00:00.000;NULL;NULL;NULL;NULL;S;2008-02-15 00:00:00.000;vendita;NB-E;EURO;8000,00;NULL;NULL;NULL;NULL;NULL;3;RACCORDI DN100/50 DN100/65 DN100/GAROLA PROLUNGA DN65/65;NULL;ATP;VALVOLA A FARFALLA DN100 SUI TUBI DI SCARICO;N;N;N;0,00;NULL;NULL;NULL;CONVERSIONE;2001-12-07 14:26:00.000;SVC-MOVO;2017-11-15 15:22:48.000;11;N;241;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;1998-06-18 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;CA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL
11;     92160;AA92160;I;S;N  2  CISTERNA 4 SCOMPARTI;CS;CA;CS;C4;02;NULL;NULL;NULL;NULL;NULL;F;330;1989-01-01 00:00:00.000;1989-01-01 00:00:00.000;NULL;NULL;NULL;NULL;NULL;ZB3773105TPU20807;NULL;36000;6550;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;A;NULL;NULL;NULL;NULL;C6;NULL;N;S;0.00;0.00;0.00;0.00;0.00;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;ALLUMINIO;BIANCO;NULL;NULL;NULL;N;NULL;N;N;N;R;NULL;2004-02-28 00:00:00.000;NULL;NULL;NULL;NULL;S;2007-08-01 00:00:00.000;vendita;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4;RACCORDI DIN 100/65 - 100/50 - 100/GAROLA - PTOLUNGA 65/65;NULL;NULL;VALVOLA A FARFALLA DN100 SU TUBI DI SCARICO;N;N;N;0,00;NULL;NULL;NULL;CONVERSIONE;2001-12-07 14:26:00.000;SVC-MOVO;2017-11-15 15:22:48.000;11;N;242;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;1989-01-01 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;CA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL
11;     92189;AA92189;I;S;N 35  CISTERNA 3 SCOMPARTI (ex VR22628);CS;BA;CS;C3;02;NULL;NULL;NULL;NULL;NULL;F;195;1998-07-15 00:00:00.000;1998-07-15 00:00:00.000;NULL;NULL;NULL;NULL;NULL;ZCBF111PVW0056496;NULL;36800;6120;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;A;NULL;NULL;NULL;NULL;C1;NULL;N;S;0.00;0.00;0.00;0.00;0.00;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;ALLUMINIO;BIANCO;NULL;NULL;NULL;N;NULL;N;N;N;R;NULL;2004-02-14 00:00:00.000;NULL;NULL;NULL;NULL;S;2007-11-28 00:00:00.000;vendita;TEM;EURO;8000,00;NULL;NULL;NULL;NULL;NULL;3;RACCORDI DN100/50 DN100/65 DN100/GAROLA PROLUNGA DN65/65;NULL;ATP;VALVOLA DI FONDO DN100 SUI TUBI DI SCARICO;N;N;N;0,00;NULL;NULL;NULL;CONVERSIONE;2001-12-07 14:26:00.000;SVC-MOVO;2017-11-15 15:22:48.000;11;N;243;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;1998-07-15 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;CA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL
11;     92286;AA92286;I;S;N 38  CISTERNA 4 SCOMPARTI;CS;BA;CS;C4;02;NULL;NULL;NULL;NULL;NULL;F;195;1998-08-21 00:00:00.000;2005-07-25 00:00:00.000;NULL;NULL;NULL;NULL;NULL;ZCBF111PVW0056497;NULL;36800;6200;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;A;NULL;NULL;NULL;NULL;C8;NULL;N;S;0.00;0.00;0.00;0.00;0.00;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;2015;NULL;ALLUMINIO;BIANCO;NULL;NULL;NULL;N;NULL;N;N;N;R;NULL;2004-02-14 00:00:00.000;NULL;NULL;NULL;NULL;S;2011-06-15 00:00:00.000;VENDITA;KONSTNTIN SCHITZ;EURO;10000,00;NULL;NULL;NULL;NULL;NULL;4;RACCORDI DN100/50 DN100/65 DN100/GAROLA PROLUNGA DN65/65;NULL;ATP;VALVOLA A FARFALLA DN 100 SUI TUBI DI SCARICO;N;N;N;0,00;NULL;NULL;NULL;CONVERSIONE;2001-12-07 14:26:00.000;SVC-MOVO;2017-11-15 15:22:48.000;11;N;244;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;1998-08-21 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;CA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL
11;     92409;AA92409;I;S;N 39  CISTERNA 4 SCOMPARTI;CS;BA;CS;C4;02;NULL;NULL;NULL;NULL;NULL;F;195;1998-11-10 00:00:00.000;2009-06-30 00:00:00.000;NULL;NULL;NULL;NULL;NULL;ZCBF111PVW0056926;NULL;36800;6200;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;A;NULL;NULL;NULL;NULL;C8;NULL;N;S;0.00;0.00;0.00;0.00;0.00;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;50435;NULL;ALLUMINIO;BIANCO;NULL;NULL;NULL;N;NULL;N;N;N;R;NULL;2004-02-14 00:00:00.000;NULL;NULL;NULL;NULL;S;2011-06-15 00:00:00.000;VENDITA;KONSTNTIN SCHITZ;EURO;10000,00;NULL;NULL;NULL;NULL;NULL;4;RACCORDI DN100/50 DN100/65 DN100/GAROLA PROLUNGA DN65/65;NULL;NULL;VALVOLA A FARFALLA DN100 SUI TUBI DI SCARICO;N;N;N;0,00;NULL;NULL;NULL;CONVERSIONE;2001-12-07 14:26:00.000;SVC-MOVO;2017-11-15 15:22:49.000;11;N;245;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;1998-11-10 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;CA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL
11;     92410;AA92410;I;S;N 40  CISTERNA 4 SCOMPARTI;CS;BA;CS;C4;02;NULL;NULL;NULL;NULL;NULL;F;195;1998-04-10 00:00:00.000;1998-04-10 00:00:00.000;NULL;NULL;NULL;NULL;NULL;ZCBF111PVW0056927;NULL;36800;6200;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;A;NULL;NULL;NULL;NULL;CA;NULL;N;S;0.00;0.00;0.00;0.00;0.00;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;51182;NULL;ALLUMINIO;BIANCO;NULL;NULL;NULL;N;NULL;N;N;N;R;NULL;2004-02-14 00:00:00.000;NULL;NULL;NULL;NULL;S;2011-06-15 00:00:00.000;VENDITA;KOSTANTIN SCHITZ;EURO;10000,00;NULL;NULL;NULL;NULL;NULL;4;RACCORDI DN100/50 DN100/65 DN100/GAROLA PROLUNGA DN65/65;NULL;NULL;VALVOLA A FARFALLA DN100 SUI TUBI DI SCARICO;N;N;N;0,00;NULL;NULL;NULL;CONVERSIONE;2001-12-07 14:26:00.000;SVC-MOVO;2017-11-15 15:22:49.000;11;N;246;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;1998-04-10 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;CA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL
